keyword,code,name,sector,matched_strategies,matched_count,is_startup,startup_label
燃料电池,002921,联诚精密,机器人,无,0,True,✅ 启动阶段
燃料滑动轴承,301548,崇德科技,AI硬件,无,0,True,✅ 启动阶段
烟标,603607,京华激光,半导体,无,0,True,✅ 启动阶段
火箭弹,000519,中兵红箭,培育钻石,无,0,True,✅ 启动阶段
激光控制系统,688291,金橙子,光通信,无,0,True,✅ 启动阶段
湘财拟吸收合并大智慧,601519,大智慧,大金融,无,0,True,✅ 启动阶段
涂纶长丝,601233,桐昆股份,化工,无,0,True,✅ 启动阶段
海洋装备,300961,深水海纳,其他,无,0,True,✅ 启动阶段
海峡两岸双上市,603122,合富中国,医疗医药,无,0,True,✅ 启动阶段
浮式生产储卸油装置,605167,利柏特,公告,无,0,True,✅ 启动阶段
沐曦合作,603106,恒银科技,大金融,无,0,True,✅ 启动阶段
物联网,920035,精创电气,数据中心散热,无,0,True,✅ 启动阶段
白银-季报增长,600961,株冶集团,铟金属,无,0,True,✅ 启动阶段
电解铝,000612,焦作万方,有色金属,无,0,True,✅ 启动阶段
电源,600405,动力源,AI硬件,无,0,True,✅ 启动阶段
电子氟化液,600506,统一股份,数据中心散热,无,0,True,✅ 启动阶段
电子气体,600160,巨化股份,化工,无,0,True,✅ 启动阶段
生猪放量,603717,天域生物,大消费,无,0,True,✅ 启动阶段
生态环境,603717,天域生物,大消费,无,0,True,✅ 启动阶段
现金流持续回正,600708,光明地产,地产,无,0,True,✅ 启动阶段
电子级丙二醇(液冷,300721,怡达股份,数据中心散热,无,0,True,✅ 启动阶段
水泵,603757,大元泵业,数据中心散热,无,0,True,✅ 启动阶段
数据中心（合作玉柴,603950,长源东谷,AI硬件,无,0,True,✅ 启动阶段
数据中心(HDVC,600405,动力源,AI硬件,无,0,True,✅ 启动阶段
数字货币,603106,恒银科技,大金融,无,0,True,✅ 启动阶段
收购锂矿,603906,龙蟠科技,锂电池,无,0,True,✅ 启动阶段
收购莱恩光电,002453,华软科技,半导体,无,0,True,✅ 启动阶段
收购北京SKP旗下资产,000882,华联股份,公告,无,0,True,✅ 启动阶段
数据安全,603106,恒银科技,大金融,无,0,True,✅ 启动阶段
支原体肺炎药,002728,特一药业,医疗医药,无,0,True,✅ 启动阶段
持股潮天天成(福建航天,002346,柘中股份,电力,无,0,True,✅ 启动阶段
拟购买资产,688291,金橙子,光通信,无,0,True,✅ 启动阶段
拟购买利德东方股权,000545,金浦钛业,磷化工,无,0,True,✅ 启动阶段
拟收购锡业资产,000960,锡业股份,铟金属,无,0,True,✅ 启动阶段
拟收购磷化铟衬底业务,002674,兴业科技,公告,无,0,True,✅ 启动阶段
拟收购中洲龙商置业,000042,中洲控股,地产,无,0,True,✅ 启动阶段
拟收购三门峡铝业,000612,焦作万方,有色金属,无,0,True,✅ 启动阶段
摘帽复牌,600777,*ST新潮,公告,无,0,True,✅ 启动阶段
氟化冷却液（制冷剂,600160,巨化股份,化工,无,0,True,✅ 启动阶段
正丙醇锆,002584,西陇科学,有色金属,无,0,True,✅ 启动阶段
模拟,600171,上海贝岭,半导体,无,0,True,✅ 启动阶段
核聚变电源,603015,弘讯科技,半导体,无,0,True,✅ 启动阶段
核电模块,605167,利柏特,公告,无,0,True,✅ 启动阶段
染料,600352,浙江龙盛,化工,无,0,True,✅ 启动阶段
机器人视觉,002962,五方光电,半导体,无,0,True,✅ 启动阶段
机器人润滑油,600506,统一股份,数据中心散热,无,0,True,✅ 启动阶段
期货,000987,越秀资本,大金融,无,0,True,✅ 启动阶段
服饰,600400,红豆股份,公告,无,0,True,✅ 启动阶段
服务等领域,002687,乔治白,大消费,无,0,True,✅ 启动阶段
有色金属,000060,中金岭南,铟金属,无,0,True,✅ 启动阶段
智能电表,300882,万胜智能,电力,无,0,True,✅ 启动阶段
智慧矿山,603012,创力集团,AI应用,无,0,True,✅ 启动阶段
砷化镓衬底,000060,中金岭南,铟金属,无,0,True,✅ 启动阶段
硅能源,002539,云图控股,磷化工,无,0,True,✅ 启动阶段
硝酸甘油,002038,双鹭药业,医疗医药,无,0,True,✅ 启动阶段
锂电池关键材料,000060,中金岭南,铟金属,无,0,True,✅ 启动阶段
铟锭,000060,中金岭南,铟金属,无,0,True,✅ 启动阶段
铝制换热器,920662,方盛股份,数据中心散热,无,0,True,✅ 启动阶段
金融设备,603106,恒银科技,大金融,无,0,True,✅ 启动阶段
采煤机,603012,创力集团,AI应用,无,0,True,✅ 启动阶段
醋酸纤维素,600793,宜宾纸业,大消费,无,0,True,✅ 启动阶段
酒店,000691,*ST亚太,医疗医药,无,0,True,✅ 启动阶段
配套卡游,603607,京华激光,半导体,无,0,True,✅ 启动阶段
软件开发服务,920790,联迪信息,大金融,无,0,True,✅ 启动阶段
转型城市运营服务商,600743,华远控股,地产,无,0,True,✅ 启动阶段
转债赎回暨摘牌,605167,利柏特,公告,无,0,True,✅ 启动阶段
黄山市供销社,002014,永新股份,其他,无,0,True,✅ 启动阶段
鸿蒙,601519,大智慧,大金融,无,0,True,✅ 启动阶段
高频变压器（数据中心,002855,捷荣技术,电力,无,0,True,✅ 启动阶段
高股息,605377,华旺科技,大消费,无,0,True,✅ 启动阶段
高空安全作业设备,603305,旭升集团,电力,无,0,True,✅ 启动阶段
驱动电机龙头,002196,方正电机,机器人,无,0,True,✅ 启动阶段
鞋类龙头,603116,红蜻蜓,大消费,无,0,True,✅ 启动阶段
非甾体抗炎类原料药,301211,亨迪药业,医疗医药,无,0,True,✅ 启动阶段
雷鸟,601011,宝泰隆,数据中心散热,无,0,True,✅ 启动阶段
锆材,002601,龙佰集团,氧化锆,无,0,True,✅ 启动阶段
阿里灵光,603106,恒银科技,大金融,无,0,True,✅ 启动阶段
阿尔兹海默症,000756,新华制药,公告,无,0,True,✅ 启动阶段
间接持股华航直升机,000042,中洲控股,地产,无,0,True,✅ 启动阶段
间接投资本源量子,002386,天原股份,锂电池,无,0,True,✅ 启动阶段
间接投资半导体公司,603116,红蜻蜓,大消费,无,0,True,✅ 启动阶段
问询函澄清,600400,红豆股份,公告,无,0,True,✅ 启动阶段
锌矿,002114,罗平锌电,有色金属,无,0,True,✅ 启动阶段
超硬材料,301071,力量钻石,培育钻石,无,0,True,✅ 启动阶段
空气源热泵,000551,创元科技,半导体,无,0,True,✅ 启动阶段
稀贵金属回收利用（金,002672,东江环保,有色金属,无,0,True,✅ 启动阶段
糖尿病治疗,002728,特一药业,医疗医药,无,0,True,✅ 启动阶段
神经网络,300961,深水海纳,其他,无,0,True,✅ 启动阶段
磷化铋,002672,东江环保,有色金属,无,0,True,✅ 启动阶段
磷化工（磷矿,002539,云图控股,磷化工,无,0,True,✅ 启动阶段
碲化铋,002672,东江环保,有色金属,无,0,True,✅ 启动阶段
硫资产注入精想,600470,六国化工,其他,无,0,True,✅ 启动阶段
磷酸一铵,002312,川发龙蟒,磷化工,无,0,True,✅ 启动阶段
纳米硅,605366,宏柏新材,光通信,无,0,True,✅ 启动阶段
纺织业产业合作,600843,上工申贝,其他,无,0,True,✅ 启动阶段
资产管理,601336,新华保险,大金融,无,0,True,✅ 启动阶段
财富管理,601066,中信建投,大金融,无,0,True,✅ 启动阶段
谷歌液冷,603757,大元泵业,数据中心散热,无,0,True,✅ 启动阶段
谷子经济,603607,京华激光,半导体,无,0,True,✅ 启动阶段
调价达成共识,001206,依依股份,大消费,无,0,True,✅ 启动阶段
药兜网创始人入主预期,002370,亚太药业,医疗医药,无,0,True,✅ 启动阶段
草甘磷,600141,兴发集团,磷化工,无,0,True,✅ 启动阶段
花园新能源铜箔,300401,花园生物,PCB,无,0,True,✅ 启动阶段
纸基复合包装材料,002014,永新股份,其他,无,0,True,✅ 启动阶段
芯片电感,300835,龙磁科技,AI硬件,无,0,True,✅ 启动阶段
航空航天结构件,300665,飞鹿股份,公告,无,0,True,✅ 启动阶段
航天,000519,中兵红箭,培育钻石,无,0,True,✅ 启动阶段
能源电池材料,000545,金浦钛业,磷化工,无,0,True,✅ 启动阶段
肥料,600206,有研新材,被动元件,无,0,True,✅ 启动阶段
职业服装,002687,乔治白,大消费,无,0,True,✅ 启动阶段
美国灰岩油,600777,*ST新潮,公告,无,0,True,✅ 启动阶段
缝纫机,002021,中捷资源,机器人,无,0,True,✅ 启动阶段
维生素D3,300401,花园生物,PCB,无,0,True,✅ 启动阶段
拓展航空,002687,乔治白,大消费,无,0,True,✅ 启动阶段
投资养老机器人,600400,红豆股份,公告,无,0,True,✅ 启动阶段
光通信(谷歌,000070,特发信息,光通信,无,0,True,✅ 启动阶段
光纤油膏,002522,浙江众成,光通信,无,0,True,✅ 启动阶段
光纤材料,605366,宏柏新材,光通信,无,0,True,✅ 启动阶段
光刻胶基材,002453,华软科技,半导体,无,0,True,✅ 启动阶段
储能系统轴承,301548,崇德科技,AI硬件,无,0,True,✅ 启动阶段
债权人变更为信达公司,000571,新大洲A,其他,无,0,True,✅ 启动阶段
保险,601336,新华保险,大金融,无,0,True,✅ 启动阶段
供货维谛技术,603757,大元泵业,数据中心散热,无,0,True,✅ 启动阶段
供货努比亚,000823,超声电子,PCB,无,0,True,✅ 启动阶段
冷链智能控制,920035,精创电气,数据中心散热,无,0,True,✅ 启动阶段
半导体洁净技术,000551,创元科技,半导体,无,0,True,✅ 启动阶段
半导体抛光液,300665,飞鹿股份,公告,无,0,True,✅ 启动阶段
半导体应用,300179,四方达,培育钻石,无,0,True,✅ 启动阶段
千岛湖智造基地,002418,康盛股份,AI硬件,无,0,True,✅ 启动阶段
医用耗材,605369,拱东医疗,医疗医药,无,0,True,✅ 启动阶段
医用护理,605369,拱东医疗,医疗医药,无,0,True,✅ 启动阶段
区域链电表,300882,万胜智能,电力,无,0,True,✅ 启动阶段
功率芯片,600171,上海贝岭,半导体,无,0,True,✅ 启动阶段
创新药获批,000756,新华制药,公告,无,0,True,✅ 启动阶段
分散染料,002440,闰土股份,化工,无,0,True,✅ 启动阶段
减持中信,000987,越秀资本,大金融,无,0,True,✅ 启动阶段
净利润增长,002386,天原股份,锂电池,无,0,True,✅ 启动阶段
北京零售,000882,华联股份,公告,无,0,True,✅ 启动阶段
人工耳蜗,000566,海南海药,医疗医药,无,0,True,✅ 启动阶段
EAA生产装置,002648,卫星化学,公告,无,0,True,✅ 启动阶段
BOPP薄膜,002014,永新股份,其他,无,0,True,✅ 启动阶段
AI辅助监测系统,300882,万胜智能,电力,无,0,True,✅ 启动阶段
AI服镜,002047,宝鹰股份,其他,无,0,True,✅ 启动阶段
AI实验室,600352,浙江龙盛,化工,无,0,True,✅ 启动阶段
AI娃娃原材料,002522,浙江众成,光通信,无,0,True,✅ 启动阶段
AI医药,300149,睿智医药,医疗医药,无,0,True,✅ 启动阶段
9-茄酮(光模块,002057,中钢天源,光通信,无,0,True,✅ 启动阶段
800G,603083,剑桥科技,光通信,无,0,True,✅ 启动阶段
MCU芯片,603015,弘讯科技,半导体,无,0,True,✅ 启动阶段
中药,002728,特一药业,医疗医药,无,0,True,✅ 启动阶段
中标大单,600405,动力源,AI硬件,无,0,True,✅ 启动阶段
中标,300882,万胜智能,电力,无,0,True,✅ 启动阶段
中报预增,002648,卫星化学,公告,无,0,True,✅ 启动阶段
东方锆业控股股东,002601,龙佰集团,氧化锆,无,0,True,✅ 启动阶段
与五根液续签协议,600793,宜宾纸业,大消费,无,0,True,✅ 启动阶段
三氯甲苯,002440,闰土股份,化工,无,0,True,✅ 启动阶段
Z布,001359,平安电工,PCB,无,0,True,✅ 启动阶段
SOFC（BE供应商,002855,捷荣技术,电力,无,0,True,✅ 启动阶段
PEEK材料滑动轴承,301548,崇德科技,AI硬件,无,0,True,✅ 启动阶段
PCD微钻钻头,300179,四方达,培育钻石,无,0,True,✅ 启动阶段
PCB材料,300243,瑞丰高材,PCB,无,0,True,✅ 启动阶段
MLCC高纯氧化锑,600206,有研新材,被动元件,无,0,True,✅ 启动阶段
固态电池前驱体,603906,龙蟠科技,锂电池,无,0,True,✅ 启动阶段
宜宾国资,600793,宜宾纸业,大消费,无,0,True,✅ 启动阶段
四氧化锗（光纤,600497,驰宏锌锗,光通信,无,0,True,✅ 启动阶段
实控人筹划重组,600743,华远控股,地产,无,0,True,✅ 启动阶段
四川普什,600793,宜宾纸业,大消费,无,0,True,✅ 启动阶段
小金属（锑,600120,浙江东方,有色金属,无,0,True,✅ 启动阶段
国企（中字头,601179,中国西电,电力,无,0,True,✅ 启动阶段
国际物流,000571,新大洲A,其他,无,0,True,✅ 启动阶段
婴幼儿奶粉配方,300149,睿智医药,医疗医药,无,0,True,✅ 启动阶段
多元金融,000987,越秀资本,大金融,无,0,True,✅ 启动阶段
含硫硅烷偶联剂,605366,宏柏新材,光通信,无,0,True,✅ 启动阶段
复合肥龙头,002539,云图控股,磷化工,无,0,True,✅ 启动阶段
季度预增,000612,焦作万方,有色金属,无,0,True,✅ 启动阶段
塑料助剂业务,300243,瑞丰高材,PCB,无,0,True,✅ 启动阶段
基金,000776,广发证券,大金融,无,0,True,✅ 启动阶段
土地收储,600708,光明地产,地产,无,0,True,✅ 启动阶段
工业模块,605167,利柏特,公告,无,0,True,✅ 启动阶段
四川国资,002312,川发龙蟒,磷化工,无,0,True,✅ 启动阶段
已转出,600400,红豆股份,公告,无,0,True,✅ 启动阶段
彩印,002014,永新股份,其他,无,0,True,✅ 启动阶段
彩票,603863,松炀资源,大消费,无,0,True,✅ 启动阶段
影视,000882,华联股份,公告,无,0,True,✅ 启动阶段
快反镜,688291,金橙子,光通信,无,0,True,✅ 启动阶段
参股永安期货,601108,财通证券,大金融,无,0,True,✅ 启动阶段
快接换头,002420,毅昌科技,数据中心散热,无,0,True,✅ 启动阶段
原料药,301211,亨迪药业,医疗医药,无,0,True,✅ 启动阶段
手势识别,002962,五方光电,半导体,无,0,True,✅ 启动阶段
印刷版材制造商,001279,强邦新材,AI硬件,无,0,True,✅ 启动阶段
投资中科学航,000987,越秀资本,大金融,无,0,True,✅ 启动阶段
弹型熔喷料,002522,浙江众成,光通信,无,0,True,✅ 启动阶段
司美格鲁肽,000813,德展健康,医疗医药,无,0,True,✅ 启动阶段
开盘啦实控人任董事长,300085,银之杰,公告,无,0,True,✅ 启动阶段
合作维谛技术,920662,方盛股份,数据中心散热,无,0,True,✅ 启动阶段
巴基斯坦,603757,大元泵业,数据中心散热,无,0,True,✅ 启动阶段
培育钻石,603661,恒林股份,培育钻石,无,0,False,—
培育钻石,920725,惠丰钻石,培育钻石,无,0,False,—
金刚石热沉片,600172,黄河旋风,培育钻石,无,0,False,—
综合金融,000783,长江证券,大金融,无,0,False,—
减速器,002031,巨轮智能,机器人,无,0,False,—
能源资产代币化,605580,恒盛能源,培育钻石,无,0,False,—
供暖,605580,恒盛能源,培育钻石,无,0,False,—
牛散重仓,603630,拉芳家化,大消费,无,0,False,—
湖北省国资,000783,长江证券,大金融,无,0,False,—
海外业务,001225,和泰机电,其他,无,0,False,—
猪肉,000048,京基智农,AI应用,无,0,False,—
电解锰,600367,红星发展,被动元件,无,0,False,—
电子自动化,603082,北自科技,机器人,无,0,False,—
电力设备,600379,宝光股份,半导体,无,0,False,—
玻璃基板上游,600367,红星发展,被动元件,无,0,False,—
数据中心（液冷,000811,冰轮环境,AI硬件,无,0,False,—
收购河北雄安太芯,003031,中瓷电子,光通信,无,0,False,—
拟控股浙江镇嘉(半导体,002655,共达电声,培育钻石,无,0,False,—
日化龙头,603630,拉芳家化,大消费,无,0,False,—
水泥物料输送设备,001225,和泰机电,其他,无,0,False,—
星纪动元合作,603082,北自科技,机器人,无,0,False,—
银铜钨,000510,新金路,有色金属,无,0,False,—
银肥材,601958,金钼股份,有色金属,无,0,False,—
金刚石微粉,920725,惠丰钻石,培育钻石,无,0,False,—
金刚石,002655,共达电声,培育钻石,无,0,False,—
迈威尔(封装测试,600584,长电科技,半导体,无,0,False,—
轻量化,002031,巨轮智能,机器人,无,0,False,—
金属铝(钽电容,000962,东方钽业,被动元件,无,0,False,—
高纯电子级磷酸,600078,澄星股份,磷化工,无,0,False,—
防伪瓶盖,002374,中锐股份,大消费,无,0,False,—
第一大股东变更（湖北省国资,000783,长江证券,大金融,无,0,False,—
第一大股东变更,000783,长江证券,大金融,无,0,False,—
磷化铟衬底,002428,云南锗业,光通信,无,0,False,—
碳酸钾,600367,红星发展,被动元件,无,0,False,—
资产剥离,002374,中锐股份,大消费,无,0,False,—
资产划转,600172,黄河旋风,培育钻石,无,0,False,—
行星滚柱丝杠,002031,巨轮智能,机器人,无,0,False,—
终止减持,603065,宿迁联盛,光通信,无,0,False,—
数据中心（MLPC,603989,艾华集团,被动元件,无,0,False,—
光模块(陶瓷外壳,003031,中瓷电子,光通信,无,0,False,—
储能调频,600379,宝光股份,半导体,无,0,False,—
人形机器人（线缆,600869,远东股份,光通信,无,0,False,—
半导体肥料,000962,东方钽业,被动元件,无,0,False,—
半导体传感器,603007,顺景科技,机器人,无,0,False,—
人形机器人（T链,002975,博杰股份,被动元件,无,0,False,—
化债预期,002374,中锐股份,大消费,无,0,False,—
努比亚合作,002655,共达电声,培育钻石,无,0,False,—
功率半导体,600360,华微电子,半导体,无,0,False,—
抗衰,603630,拉芳家化,大消费,无,0,False,—
CPO上游,603725,天安新材,光通信,无,0,False,—
CPHI展会,600488,津药药业,医疗医药,无,0,False,—
AI玩具,002655,共达电声,培育钻石,无,0,False,—
AI服务器测试（谷歌,002975,博杰股份,被动元件,无,0,False,—
AI数智平台,603630,拉芳家化,大消费,无,0,False,—
AI业务创新,000048,京基智农,AI应用,无,0,False,—
AIDC长协订单,600869,远东股份,光通信,无,0,False,—
IMU传感器,603007,顺景科技,机器人,无,0,False,—
IP内容库,603533,掌阅科技,AI应用,无,0,False,—
中科系,003031,中瓷电子,光通信,无,0,False,—
黄鸡羽,000048,京基智农,AI应用,无,0,False,—
固态电池（PVDF,002407,多氟多,锂电池,无,0,False,—
四氯化硅,603938,三孚股份,光通信,无,0,False,—
实控人拟变更为吉林国资,600360,华微电子,半导体,无,0,False,—
四氧化硅（光纤上游,603938,三孚股份,光通信,无,0,False,—
定增募资10.77亿,603007,顺景科技,机器人,无,0,False,—
存储封闭,600584,长电科技,半导体,无,0,False,—
季报大增,002407,多氟多,锂电池,无,0,False,—
戊酸二氰可龙乳膏,600488,津药药业,医疗医药,无,0,False,—
战略金属,000510,新金路,有色金属,无,0,False,—
合作Minimax,603533,掌阅科技,AI应用,无,0,False,—
合作字节,603533,掌阅科技,AI应用,无,0,False,—
